150277,128587
100880,82025
83043,73321
71067,79025
64448,68026
58975,64766
53778,72294
52003,60952
47229,62980
43228,62318
41678,56698
39482,64742
37517,63704
35941,61460
34639,57867
33229,58696
32414,62050
31840,61367
31349,60072
30036,63054
28816,60675
28196,63749
27913,61877
27201,65963
26592,72388
26289,60684
25780,69408
25702,65449
25289,76691
24654,66734
24308,68262
24067,67049
36749,59908
34386,62532
33453,62035
32423,60086
31746,61223
30749,63413
30024,61876
29724,60831
28810,63350
28362,64601
27889,64308
27544,63223
27128,64199
26799,62998
26400,64552
26002,65396
26653,63285
25644,62526
25198,63581
24825,63036
24576,69226
36143,59309
34533,61179
33541,61016
32741,60154
32097,60351
31637,60504
31114,60391
30553,60852
29994,60773
29636,59861
29194,59970
28777,60717
28335,61805
28067,62974
27688,62742
27428,61031
27230,62052
26777,63342
26626,61625
26397,62087
25935,65491
36296,58986
34767,58774
34287,60369
33658,59731
33065,60349
32721,60553
32301,60378
31963,60114
31591,60577
31409,60834
31021,60595
30720,60170
30546,60137
30054,61955
29800,61022
29518,61157
29432,60883
29222,59915
29041,61081
28741,61017
28501,61259
36653,58990
35466,58588
34767,59911
34299,59485
34007,58450
33729,58435
33360,58954
33220,60329
32878,60768
32818,59400
32364,59971
32442,62176
32054,59995
31910,58895
31838,59789
31479,60239
31379,59386
31223,61171
30850,59792
30907,61497
30765,60548
36795,58443
35868,57899
35281,57492
35175,57782
34744,58895
34582,59520
34259,58362
34127,59854
33947,58178
33726,59275
33605,59743
33522,59181
33382,59440
33130,60436
33072,58944
32997,58718
32975,60300
32740,58728
32728,58753
32663,58698
32284,59335
37413,56578
36333,58089
35867,57824
35674,58454
35310,58924
35200,58285
35030,58542
34878,58635
34741,58881
34649,58557
34498,58101
34226,59063
34270,58148
34120,59506
34049,59154
34229,58883
33910,58710
33802,58627
33666,59817
33730,59593
33796,59731
33510,59883
33530,59537
33445,59601
33315,59340
33253,58994
33091,58965
33053,58423
33074,59599
32890,60197
32941,58185
32792,59202
32789,58946
32790,59370
32727,59774
32665,58867
32526,59691
32417,59023
32571,60707
32353,59311
32447,60430
32278,58861
32231,61110
